,City,State,Restaurant
5708,Reidsville,NC,Arby's
5709,Statesville,NC,SONIC Drive-In
5710,Monroe,NC,SONIC Drive-In
5711,Concord,NC,Chick-Fil-A
5712,Camp Lejeune,NC,Domino's Pizza
5713,Owens Cross Roads,AL,SONIC Drive-In
5714,Reidsville,NC,Bojangles' Famous Chicken 'n Biscuits
5715,Richmond,VA,Bojangles' Famous Chicken 'n Biscuits
5716,Virginia Beach,VA,Pizza Hut
5717,Trenton,NJ,Quiznos Sub
5718,Lincoln,NE,Domino's Pizza
5719,Zebulon,NC,Taco Bell
5720,Staunton,VA,Pizza Hut
5721,Carthage,NC,Bojangles' Famous Chicken 'n Biscuits
5722,Lincoln,NE,Amigos/Kings Classic
5723,Danville,VA,McDonald's
5724,Monroe Township,NJ,Subway
5725,Greenville,NC,SONIC Drive-In
5726,Wise,VA,McDonald's
5727,Middletown,NJ,SONIC Drive-In
5728,Burgaw,NC,McDonald's
5729,Raleigh,NC,Bad Daddys Burger Bar
5730,Yuma,AZ,Taco Bell
5731,Clover,SC,Taco Bell
5732,Big Stone Gap,VA,McDonald's
5733,Hamburg,NJ,Domino's Pizza
5734,Chillicothe,MO,SONIC Drive-In
5735,La Crosse,VA,SONIC Drive-In
5736,Yadkinville,NC,Taco Bell
5737,Smyrna,TN,Arby's
5738,Belleville,IL,Burger King
5739,Richmond,VA,Waffle House
5740,Memphis,TN,Checker's Drive-in Restaurant
5741,Booneville,MS,SONIC Drive-In
5742,Maquoketa,IA,McDonald's
5743,Tupelo,MS,SONIC Drive-In
5744,Memphis,TN,McDonald's
5745,Greenville,MS,Taco Bell
5746,Cookeville,TN,Taco Bell
5747,Newton,IA,Arby's
5748,Hayward,WI,McDonald's
5749,New Martinsville,WV,Arby's
5750,Seminole,FL,McDonald's
5751,Cincinnati,OH,Arby's
5752,Cumberland,MD,Roy Rogers
5753,Florence,SC,Pita Pit
5754,Mason City,IA,Taco John's
5755,Brecksville,OH,Jimmy John's
5756,Fort Mill,SC,McDonald's
5757,Ft Mitchell,KY,McDonald's
5759,Gastonia,NC,Hardee's
5760,Greensburg,PA,McDonald's
5761,Seabrook,NH,McDonald's
5762,Columbia,SC,Subway
5763,Carlinville,IL,Hardee's
5764,Murphysboro,IL,McDonald's
5765,West Palm Beach,FL,McDonald's
5766,Decatur,GA,Burger King
5767,Lebanon,VA,Wendy's
5768,Wheeling,WV,McDonald's
5769,Oklahoma City,OK,Domino's Pizza
5770,Henrico,VA,Pizza Hut
5771,Owasso,OK,Taco Bell
5772,Okmulgee,OK,Taco Bell
5773,Mcalester,OK,McDonald's
5774,Oklahoma City,OK,McDonald's
5775,Sand Springs,OK,SONIC Drive-In
5776,Bluefield,WV,Chick-Fil-A
5777,Wheeling,WV,Wendy's
5778,Grove,OK,SONIC Drive-In
5779,Enid,OK,Domino's Pizza
5780,Fairmont,WV,Subway
5781,Okmulgee,OK,SONIC Drive-In
5782,Muskogee,OK,Subway
5783,Beckley,WV,Quiznos Sub
5784,Okmulgee,OK,Domino's Pizza
5785,Grundy,VA,Long John Silver's
5786,Mcalester,OK,SONIC Drive-In
5787,Fairmont,WV,McDonald's
5788,Sapulpa,OK,SONIC Drive-In
5789,Wheeling,WV,Domino's Pizza
5790,Shawnee,OK,Domino's Pizza
5791,Calera,AL,Taco Bell
5792,Wilmington,IL,AJ's Hotdogs & Gyros
5793,Windsor,CO,Quiznos Sub
5794,Fort Benning,GA,Taco Bell
5795,Tampa,FL,Checker's Drive-in Restaurant
5796,Springville,AL,Taco Bell
5797,Columbus,GA,McDonald's
5798,Wellington,CO,McDonald's
5799,Vandalia,IL,Taco Bell
5800,Montgomery,AL,SONIC Drive-In
5801,Limon,CO,Taco Bell
5802,Gunnison,CO,McDonald's
5803,Valrico,FL,Wendy's
5804,Coal City,IL,Taco Bell
5805,Palm Bay,FL,McDonald's
5806,Bolivar,MO,Arby's
5808,Lakewood,CA,Rubio's Coastal Grill
5809,Pinellas Park,FL,Culver's
5810,Clermont,FL,Checker's Drive-in Restaurant
5811,Central Islip,NY,Burger King
5812,Hialeah,FL,Burger King
5813,Plover,WI,McDonald's
5814,Lindsay,CA,Taco Bell
5815,Palo Alto,CA,McDonald's
5816,Yuma,AZ,SONIC Drive-In
5817,Pomona,CA,McDonald's
5818,Indianapolis,IN,Domino's Pizza
5819,Patterson,CA,Wendy's
5820,Lakewood,CA,McDonald's
5821,Yuma,AZ,McDonald's
5822,North Hampton,NH,Domino's Pizza
5823,Manchester,NH,Papa Gino's
5824,Saint Johnsbury,VT,Taco Bell
5825,Milwaukee,WI,McDonald's
5826,Mc Farland,WI,McDonald's
5827,Patterson,CA,Carl's Jr
5828,Bergenfield,NJ,Cusinera
5829,Solomons,MD,McDonald's
5830,Phoenix,AZ,McDonald's
5831,Charleston,WV,Arby's
5832,Burleson,TX,McDonald's
5833,North Little Rock,AR,Wendy's
5834,Lutz,FL,Domino's Pizza
5835,Port Isabel,TX,Whataburger
5836,Fayetteville,AR,Arby's
5837,Pittsburg,CA,Burger King
5838,Saint George,UT,Culver's
5839,Stockton,CA,McDonald's
5840,West Lafayette,IN,Jimmy John's
5841,Edinburgh,IN,Domino's Pizza
5842,Johns Island,SC,Domino's Pizza
5843,Tell City,IN,SONIC Drive-In
5844,Kendallville,IN,Taco Bell
5845,Minneapolis,MN,Domino's Pizza
5846,Plover,WI,Taco Bell
5847,Wausau,WI,McDonald's
5848,Minneapolis,MN,Domino's Pizza
5849,Saint Paul,MN,Subway
5850,Chippewa Falls,WI,Culver's
5851,Atlanta,GA,Domino's Pizza
5852,Rainelle,WV,McDonald's
5853,Wausau,WI,McDonald's
5854,Atlanta,GA,Domino's Pizza
5855,Hopkins,MN,Domino's Pizza
5856,Battle Ground,WA,Domino's Pizza
5857,Milwaukee,WI,Topper's Pizza
5858,Manning,SC,Bojangles' Famous Chicken 'n Biscuits
5859,Lowell,MA,Domino's Pizza
5860,Manning,SC,Taco Bell
5861,Manning,SC,SONIC Drive-In
5862,Greenville,SC,St Louis Original Hamburgers
5863,Forest City,NC,McDonald's
5864,Latonia,KY,Gold Star Chili
5865,Providence,RI,Burger King
5866,Jackson,MO,Taco Bell
5867,Mora,MN,Hardee's
5868,San Bernardino,CA,Burger King
5869,Blacksburg,SC,McDonald's
5870,Pocatello,ID,Pizza Hut
5871,Twin Falls,ID,Taco Bell
5872,Danville,IL,Taco Bell
5873,Pocatello,ID,Taco Bell
5874,Pocatello,ID,McDonald's
5875,Great Falls,MT,Domino's Pizza
5876,Idaho Falls,ID,McDonald's
5877,Roswell,NM,SONIC Drive-In
5878,Miami,FL,Domino's Pizza
5879,Albuquerque,NM,Domino's Pizza
5880,Annapolis,MD,Boston Market
5881,Marshall,IL,Wendy's
5882,Missoula,MT,Taco Bell
5883,Chillicothe,IL,McDonald's
5884,Pocatello,ID,SONIC Drive-In
5885,Silver City,NM,SONIC Drive-In
5886,Tallahassee,FL,Bojangles' Famous Chicken 'n Biscuits
5887,Carlsbad,NM,McDonald's
5888,Mansfield,OH,Domino's Pizza
5889,Rio Rancho,NM,Domino's Pizza
5890,Holland,MI,Boston Market
5891,North Charleston,SC,Waffle House
5892,Seneca,SC,Captain D's Seafood
5893,Minneapolis,MN,McDonald's
5894,Marysville,CA,Taco Bell
5895,Needles,CA,Taco Bell
5896,Buford,GA,Krystal
5897,Monroe,NC,Arby's
5898,Framingham,MA,Burger King
5899,Lancaster,CA,Burger King
5900,Maineville,OH,Skyline Chili
5901,Boonville,MO,Arby's
5902,Dover,OH,McDonald's
5903,Boonville,MO,Taco Bell
5904,Abilene,TX,Taco Bell
5905,Center,TX,Taco Bell
5906,Raymondville,TX,Whataburger
5907,Weatherford,TX,Taco Bell
5908,Orangeburg,SC,Burger King
5909,Oneida,NY,Taco Bell
5910,Great Barrington,MA,McDonald's
5911,Saint Charles,MO,Domino's Pizza
5912,Warrenton,MO,Taco Bell
5913,Norwalk,IA,McDonald's
5914,Indian Trail,NC,McDonald's
5915,Joplin,MO,Domino's Pizza
5916,Saint Charles,MO,Domino's Pizza
5917,Plymouth,NC,Wendy's
5918,Albany,NY,McDonald's
5919,Ballwin,MO,Domino's Pizza
5920,Saint Louis,MO,Domino's Pizza
5921,South Hill,VA,Taco Bell
5922,Eden,NC,Circle Drive In
5923,Oneonta,NY,Wendy's
5924,Fayetteville,NC,McDonald's
5925,East Meadow,NY,Arby's
5926,High Point,NC,McDonald's
5927,Rome,NY,Taco Bell
5928,Lexington,NC,McDonald's
5929,Charlotte,NC,McDonald's
5930,Victor,NY,McDonald's
5931,Raleigh,NC,Domino's Pizza
5932,Williamston,NC,McDonald's
5933,Jefferson City,MO,SONIC Drive-In
5934,Dayton,OH,Fazoli's
5935,Tupelo,MS,Domino's Pizza
5936,Ayer,MA,Taco Bell
5937,Chincoteague Island,VA,McDonald's
5938,North Little Rock,AR,KFC
5939,Ripley,MS,Taco Bell
5940,Waynesboro,GA,Taco Bell
5941,Atlanta,GA,Hardee's
5942,Hinesville,GA,Chick-Fil-A
5943,Acworth,GA,McDonald's
5944,Albany,GA,Krystal
5945,Miami,FL,Boston Market
5946,Saint Petersburg,FL,Burger King
5947,Fort Lauderdale,FL,Burger King
5948,Greenbrier,AR,SONIC Drive-In
5949,Memphis,TN,KFC
5950,Pompano Beach,FL,Burger King
5951,Athens,GA,Domino's Pizza
5952,Swainsboro,GA,Taco Bell
5953,Southbridge,MA,Domino's Pizza
5954,Wahpeton,ND,McDonald's
5955,Fairmont,WV,Taco Bell
5956,Charlottesville,VA,Bojangles' Famous Chicken 'n Biscuits
5957,Modesto,CA,Taco Bell
5958,San Bernardino,CA,Burger King
5959,Gulfport,AL,Taco Bell
5960,Houghton,MI,Taco Bell
5961,Madison,OH,McDonald's
5962,Watsonville,CA,McDonald's
5963,Bellefonte,PA,Woody's Sloppy Dogs
5964,Lafayette,IN,McDonald's
5965,York,PA,Domino's Pizza
5966,West Lafayette,IN,McDonald's
5967,Evansville,IN,McDonald's
5968,Philadelphia,PA,Saladworks
5969,Portland,OR,Domino's Pizza
5970,Burke,VA,Chick-Fil-A
5971,Saint Louis,MO,Taco Bell
5972,Sullivan,MO,Jack In The Box
5973,Willard,OH,Taco Bell
5974,Excelsior Springs,MO,Taco Bell
5975,Hillsboro,OH,Taco Bell
5976,Saint Louis,MO,Rally's Hamburgers
5977,Neosho,MO,McDonald's
5978,Pocatello,ID,Jack In The Box
5979,Ellicott City,MD,QDOBA Mexican Eats
5980,Nottingham,MD,QDOBA Mexican Eats
5981,Pocatello,ID,Taco Bell
5982,Gaithersburg,MD,Boston Market
5983,Pocatello,ID,McDonald's
5984,Athens,GA,McDonald's
5985,Augusta,GA,Checker's Drive-in Restaurant
5986,Saint Johnsbury,VT,Domino's Pizza
5987,Macon,GA,Checker's Drive-in Restaurant
5988,Marietta,GA,Krystal
5989,Flowery Branch,GA,Wendy's
5990,Franklin,NC,Wendy's
5991,Marietta,GA,McDonald's
5992,Marietta,GA,Checker's Drive-in Restaurant
5993,Thomasville,GA,SONIC Drive-In
5994,Atlanta,GA,Bojangles' Famous Chicken 'n Biscuits
5995,Newnan,GA,Checker's Drive-in Restaurant
5996,Statesboro,GA,McDonald's
5997,Norcross,GA,Domino's Pizza
5998,Woodstock,GA,McDonald's
5999,Royston,GA,Hardee's
6000,Hillsboro,OR,Subway
6001,Dayton,OH,Raising Cane's Chicken Fingers
6002,Ames,IA,Kum & Go
6003,Mansfield,OH,Taco Bell
6004,Clover,SC,McDonald's
6005,Bennettsville,SC,Domino's Pizza
6006,Indianapolis,IN,Domino's Pizza
6007,Florence,SC,Subway
6008,Summerville,SC,Waffle House
6009,Rialto,CA,El Pollo Loco
6010,Brattleboro,VT,Taco Bell
6011,Ashland,KY,McDonald's
6012,Colonial Heights,VA,Hardee's
6013,Jacksonville,FL,Wendy's
6014,Oklahoma City,OK,Subway
6015,Omaha,NE,Amigos/Kings Classic
6016,Ottumwa,IA,Taco Bell
6017,Dayton,OH,Burger King
6018,Pittsburgh,PA,McDonald's
6019,Portland,OR,Five Guys
6020,Atlanta,GA,McDonald's
6021,Eustis,FL,Burger King
6022,Tampa,FL,Culver's
6023,Knoxville,TN,Culver's
6024,Cranberry Twp,PA,McDonald's
6025,Lewisville,TX,McDonald's
6026,La Porte,TX,Whataburger
6027,Tulsa,OK,SONIC Drive-In
6028,Richmond,VA,Captain D's Seafood
6029,Milwaukee,WI,Boston Market
6030,Claremore,OK,McDonald's
6031,Springfield,TN,SONIC Drive-In
6032,Brownsville,TX,Taco Bell
6033,Lake Worth,FL,SONIC Drive-In
6034,Fountain,CO,Taco Bell
6035,Pinson,AL,Burger King
6036,Sanger,TX,SONIC Drive-In
6037,Coronado,CA,McDonald's
6038,Marysville,WA,McDonald's
6039,Webster,TX,Whataburger
6040,Crestwood,KY,Taco Bell
6041,La Mesa,CA,McDonald's
6042,Wasco,CA,Jack In The Box
6043,Saint Paul,MN,Burger King
6044,Palm Harbor,FL,Boston Market
6045,Fallbrook,CA,McDonald's
6046,Willis,TX,McDonald's
6047,Denver,CO,McDonald's
6048,Sacramento,CA,Taco Bell
6049,Las Vegas,NV,Subway
6050,Muscatine,IA,Wendy's
6051,Provo,UT,JCW's
6052,Longmeadow,MA,Domino's Pizza
6053,Columbus,OH,Taco Bell
6054,Fort Worth,TX,McDonald's
6055,Banning,CA,Carl's Jr
6056,Central Point,OR,KFC
6057,Glendale,AZ,Panda Express
6058,Saint Louis,MO,White Castle
6059,Grapevine,TX,Burger King
6060,Loves Park,IL,Arby's
6061,Middletown,NY,Wendy's
6062,Chicago,IL,McDonald's
6063,Plymouth,IN,Taco Bell
6064,Atlantic City,NJ,Burger King
6065,Woodruff,SC,Burger King
6067,Sarasota,FL,Burger King
6068,Santa Ana,CA,Taco Bell
6069,Anderson,SC,McDonald's
6070,Covington,TN,SONIC Drive-In
6071,Chandler,AZ,Del Taco
6072,Rockwall,TX,McDonald's
6073,Boynton Beach,FL,Wendy's
6074,Phoenix,AZ,McDonald's
6075,Glenpool,OK,Arby's
6076,Indianapolis,IN,Jack In The Box
6077,Dallas,TX,The People Connection
6078,Bonaire,GA,McDonald's
6080,Henderson,NV,Hot Dog Heaven
6081,Richmond,VA,McDonald's
6082,Kapolei,HI,KFC
6083,Mesa,AZ,Carl's Jr
6084,Dallas,TX,Wingstreet
6085,Washington,DC,McDonald's
6086,Glendale,CA,Great Steak & Potato Co
6087,Cape Coral,FL,Jim's Coney Island
6088,Kankakee,IL,McDonald's
6089,Miami,FL,Wendy's
6090,Detroit,MI,McDonald's
6091,Shelbyville,IN,Wendy's
6092,Nashua,NH,Chick-Fil-A
6093,Frankfort,KY,Wendy's
6094,Dayton,OH,McDonald's
6095,Winder,GA,McDonald's
6096,Fishkill,NY,Burger King
6097,Auburn,AL,SONIC Drive-In
6098,Appleton,WI,Taco John's
6099,Evans,CO,McDonald's
6100,Chicago,IL,Charcoal Delights
6101,Tulsa,OK,Subway
6102,Charlotte,NC,Burger King
6103,Clemson,SC,Domino's Pizza
6104,Tulsa,OK,McDonald's
6105,Hagerstown,MD,McDonald's
6106,Livermore,CA,Subway
6107,Milwaukee,WI,Subway
6108,Three Rivers,MI,Arby's
6109,Buckeye,AZ,McDonald's
6110,Hopewell,VA,McDonald's
6111,Gaithersburg,MD,Checker's Drive-in Restaurant
6112,Flint,MI,Taco Bell
6113,Tempe,AZ,KFC
6114,Morristown,TN,Krystal
6115,Severna Park,MD,Boston Market
6116,Hope Hull,AL,McDonald's
6117,Gretna,NE,Jimmy John's
6118,Addison,IL,McDonald's
6119,Henderson,NV,Carl's Jr
6120,Johnstown,PA,Sheetz
6121,Cumming,GA,McDonald's
6122,Burton,MI,Wendy's
6123,Baden,PA,Burger King
6124,Brockton,MA,McDonald's
6125,Detroit,MI,Wendy's
6126,Hazel Park,MI,Hardee's
6127,Granite City,IL,Church's Chicken
6128,Tucson,AZ,KFC
6129,Davenport,FL,Subway
6130,Wichita,KS,SONIC Drive-In
6131,Los Lunas,NM,KFC
6132,Pueblo,CO,Taco Bell
6133,Easley,SC,Jack In The Box
6134,Cincinnati,OH,McDonald's
6135,Orange Park,FL,Krystal
6136,Caldwell,OH,Arby's
6138,Bronx,NY,Subway
6139,Quakertown,PA,Wendy's
6140,Salem,NH,Taco Bell
6141,Madison Heights,MI,McDonald's
6142,Newark,CA,Taco Bell
6143,Bismarck,ND,Burger King
6144,Emerson,NJ,Boston Market
6145,Reno,NV,Taco Bell
6146,Dalton,GA,Checker's Drive-in Restaurant
6147,Mishawaka,IN,Arby's
6148,Savannah,GA,Taco Bell
6149,Miami,FL,Burger King
6150,Conshohocken,PA,Domino's Pizza
6151,Frederick,MD,Pizza Hut
6152,Dubuque,IA,McDonald's
6153,Baltimore,MD,Hungry Andy's
6154,Nacogdoches,TX,Jack In The Box
6155,San Jose,CA,El Pollo Loco
6156,Blakely,AL,McDonald's
6157,Williams,AZ,KFC
6158,North Haven,CT,McDonald's
6159,Streamwood,IL,Wendy's
6160,Nashville,TN,McDonald's
6161,Las Vegas,NV,Port Of Subs
6162,Carrollton,TX,KFC
6163,Cromwell,CT,Wendy's
6164,Tampa,FL,Arby's
6165,Kew Gardens,NY,Dunkin' Donuts
6166,Oxford,MA,McDonald's
6167,Bradley,IL,KFC
6168,Sacramento,CA,Burger King
6169,Chattanooga,TN,Burger King
6170,Orlando,FL,Checker's Drive-in Restaurant
6171,Cabot,AR,KFC
6172,Los Banos,CA,Carl's Jr
6173,New Bedford,MA,Burger King
6174,Cupertino,CA,Subway
6175,Roseville,CA,Hot Dog On A Stick
6176,Indiana,PA,Wendy's
6177,Grenada,MS,SONIC Drive-In
6178,Kernersville,NC,Bojangles' Famous Chicken 'n Biscuits
6179,Los Lunas,NM,McDonald's
6180,Yorba Linda,CA,Subway
6181,Ann Arbor,MI,Wendy's
6182,Chantilly,VA,McDonald's
6183,Chandler,AZ,Wendy's
6184,Reno,NV,Wendy's
6185,Huntsville,AL,Bojangles' Famous Chicken 'n Biscuits
6186,Rancho Cucamonga,CA,Carl's Jr
6187,Fort Wayne,IN,Wu's Fine Chinese Cuisine
6188,Las Vegas,NV,Dairy Queen
6189,Florence,AL,Domino's Pizza
6190,Victoria,TX,Chick-Fil-A
6191,Bronx,NY,Domino's Pizza
6192,Tallahassee,FL,McDonald's
6193,Springfield,MO,SONIC Drive-In
6194,Miami,FL,Burger King
6195,Tallahassee,FL,Panda Express
6196,Amarillo,TX,McDonald's
6197,Hidalgo,TX,Burger King
6198,Glendale,AZ,Carl's Jr
6199,Burkburnett,TX,McDonald's
6200,Las Vegas,NV,Firehouse Subs
6201,Fairbanks,AK,Pizza Hut
6202,San Antonio,TX,Wendy's
6203,Fishersville,VA,McDonald's
6204,Austell,GA,Burger King
6205,Milwaukee,WI,Church's Chicken
6206,San Jose,CA,Baja Fresh Mexican Grill
6207,Winchester,MA,Burger King
6208,Edmond,OK,Taco Bell
6209,Timpson,TX,Whataburger
6210,Clinton,SC,Hardee's
6211,Sacramento,CA,Taco Bell
6212,Roswell,GA,KFC
6213,Waterford,MI,Taco Bell
6214,Richardson,TX,McDonald's
6215,Denver,CO,Subway
6216,Oklahoma City,OK,SONIC Drive-In
6217,Traverse City,MI,Subway
6218,Scranton,PA,Burger King
6219,Calhoun,GA,McDonald's
6220,Santa Fe Springs,CA,Del Taco
6221,Locust Grove,GA,KFC
6222,Smithers,WV,Taco Bell
6223,Missoula,MT,Subway
6224,Bellevue,NE,Chick-Fil-A
6225,Arlington,TX,Popeye's Louisiana Kitchen
6226,Fort Collins,CO,SONIC Drive-In
6227,Dallas,NC,Bojangles' Famous Chicken 'n Biscuits
6228,Portland,OR,Taco Bell
6229,Johnstown,OH,McDonald's
6230,Whitley City,KY,Arby's
6231,Athens,AL,Steak-out
6232,Oldsmar,FL,Jimmy John's
6233,Indianapolis,IN,Hardee's
6234,Longview,TX,McDonald's
6235,Evans,GA,Taco Bell
6236,Corpus Christi,TX,Taco Bell
6237,Washington,DC,Wings N' More Wings
6238,Saint Louis,MO,SONIC Drive-In
6239,Oshkosh,WI,Burger King
6240,Ames,IA,KFC
6241,Middletown,OH,Burger King
6242,Detroit,MI,Church's Chicken
6243,West Mifflin,PA,Taco Bell
6244,Seaside,CA,McDonald's
6245,Jonesboro,GA,Wendy's
6246,Lexington,KY,Jimmy John's
6247,Austin,TX,P. Terry's
6248,Jackson,MI,Wendy's
6249,Pasco,WA,Taco Bell
6250,Saint Louis,MO,J J Fish and Chicken
6251,Beresford,SD,Burger King
6252,Euless,TX,Domino's Pizza
6253,Kent,OH,McDonald's
6254,Orlando,FL,Wendy's
6255,Imperial,NE,Taco John's
6256,Yelm,WA,Jack In The Box
6257,Miami,FL,McDonald's
6258,Tempe,AZ,Jack In The Box
6259,Houston,TX,Taco Bell
6260,Phoenix,AZ,Jack In The Box
6261,Peachtree City,GA,Wendy's
6262,Corsicana,TX,Dairy Queen
6263,Mobile,AL,McDonald's
6264,Henderson,NV,Carl's Jr
6265,Fairfield,CA,Del Taco
6266,Sterling Heights,MI,Burger King
6267,Bronx,NY,Subway
6268,Niles,OH,McDonald's
6269,Gallipolis,OH,Captain D's Seafood
6270,Troy,MI,Wendy's
6271,Sioux Falls,SD,Wendy's
6273,Tulsa,OK,Church's Chicken
6274,Lufkin,TX,Church's Chicken
6275,Lynnwood,WA,KFC
6276,Las Vegas,NV,McDonald's
6277,San Antonio,TX,Carl's Jr
6278,Knoxville,TN,Burger King
6279,Madison Heights,VA,Wendy's
6280,Surprise,AZ,Church's Chicken
6281,Goose Creek,SC,Burger King
6282,Findlay,OH,Burger King
6283,San Marcos,CA,Subway
6284,North Augusta,SC,SONIC Drive-In
6285,Cumming,GA,Burger King
6286,Mcminnville,OR,Wendy's
6287,Meridian,ID,McDonald's
6288,Saint Louis,MO,Wendy's
6289,Zionsville,IN,Burger King
6290,Lebanon,TN,Hardee's
6291,Seward,NE,McDonald's
6292,Atlantic City,NJ,Panda Express
6293,Scottsdale,AZ,McDonald's
6294,Petoskey,MI,Burger King
6295,Clovis,CA,McDonald's
6296,Saint Louis,MO,McDonald's
6297,Columbia,SC,McDonald's
6298,Fort Worth,TX,McDonald's
6299,Midland,TX,Burger King
6300,Renton,WA,Jack In The Box
6301,Las Vegas,NV,Little Caesars Pizza
6302,Longmont,CO,Burger King
6303,Las Vegas,NV,Panda Express
6304,Florence,AL,Taco Bell
6305,Weatherford,TX,McDonald's
6306,Monroe,MI,A&W
6307,Kingsport,TN,McDonald's
6308,Rogers,AR,Subway
6309,Chicago,IL,Taco Bell
6310,Knoxville,TN,KFC
6311,O Fallon,MO,Subway
6312,Lehigh Acres,FL,Burger King
6313,Santa Fe,NM,McDonald's
6314,Fairmont,WV,Burger King
6315,Corsicana,TX,McDonald's
6316,Huntington,WV,Subway
6317,Akron,OH,McDonald's
6318,Pawtucket,RI,Greek Oven Pizza and Wings
6319,Loveland,CO,McDonald's
6320,Lorain,OH,Burger King
6321,Cuyahoga Falls,OH,Taco Bell
6322,Oklahoma City,OK,Jack In The Box
6323,Hyannis,MA,KFC
6324,Peoria,AZ,McDonald's
6325,Laredo,TX,Church's Chicken
6326,Cockeysville,MD,Burger King
6327,Chandler,TX,Taco Bell
6328,North Vernon,IN,Burger King
6329,Traverse City,MI,Wendy's
6330,Torrance,CA,Wienerschnitzel
6331,Miami,FL,Domino's Pizza
6332,Norman,OK,City Bites
6333,Manassas,VA,Dairy Queen
6334,Alton,IL,Taco Bell
6335,Martins Ferry,OH,McDonald's
6336,Payette,ID,Arctic Circle
6337,Kokomo,IN,Subway
6338,Cedar Rapids,IA,Subway
6339,Aurora,IL,Jersey Mike's Subs
6340,Greenville,SC,Smoothie King
6341,Wapakoneta,OH,Taco Bell
6342,Troutdale,OR,McDonald's
6343,Surprise,AZ,Chick-Fil-A
6344,Austin,TX,Golden Chick
6345,Clinton,TN,McDonald's
6347,Burlington,MA,Bobby's Burger Palace
6348,Stockton,CA,Wienerschnitzel
6349,Princess Anne,MD,McDonald's
6350,Gardendale,AL,Arby's
6351,Little Falls,MN,Burger King
6352,Los Angeles,CA,Jack In The Box
6353,Brooklyn,NY,Smashburger
6354,Murrieta,CA,Carl's Jr
6355,Lilburn,GA,Bojangles' Famous Chicken 'n Biscuits
6356,Campton,KY,Arby's
6357,Jefferson City,TN,Wendy's
6358,Monroe,WA,Taco Bell
6359,Tucson,AZ,SONIC Drive-In
6361,Baltimore,MD,McDonald's
6362,Louisville,KY,Wendy's
6363,Chattanooga,TN,SONIC Drive-In
6364,Spokane,WA,Taco Del Mar
6365,Livonia,MI,Burger King
6366,Phoenix,AZ,Baskin-Robbins
6367,Marshalltown,IA,Jimmy John's
6368,Las Vegas,NV,El Pollo Loco
6369,Florence,SC,KFC
6370,Tulsa,OK,Jimmy John's
6371,Starke,FL,McDonald's
6372,Philadelphia,PA,Wendy's
6373,Mesa,AZ,KFC
6374,Wilmington,DE,Boston Market
6375,Vacaville,CA,McDonald's
6376,Cincinnati,OH,Burger King
6377,Wheat Ridge,CO,Burger King
6378,Littleton,CO,Subway
6379,Orlando,FL,Chick-Fil-A
6380,Stockton,CA,Dairy Queen
6381,Knoxville,TN,Burger King
6382,Portland,OR,Long John Silver's
6383,Minneapolis,MN,Taco Bell
6384,El Paso,TX,McDonald's
6385,Inglewood,CA,Subway
6386,Medford,OR,Hometown Buffet
6387,Washington,DC,Taco Bell
6388,San Jose,CA,Boston Market
6389,Lawrenceville,GA,Chick-Fil-A
6390,Benton,KY,Hardee's
6391,Saint Louis,MO,Taco Bell
6392,Columbus,GA,SONIC Drive-In
6393,Prescott,AZ,McDonald's
6394,Littleton,CO,Subway
6395,Trexlertown,PA,KFC
6396,Westminster,CA,Subway
6397,Hobbs,NM,Subway
6398,Owasso,OK,SONIC Drive-In
6399,Hilton Head Island,SC,KFC
6400,Sun City,AZ,Domino's Pizza
6401,Toms River,NJ,Dunkin' Donuts
6402,Topeka,KS,SONIC Drive-In
6403,Bullhead City,AZ,KFC
6404,Kokomo,IN,Arby's
6405,Omaha,NE,Panera Bread
6406,Overland Park,KS,SONIC Drive-In
6407,Chester,VA,McDonald's
6408,White House,TN,Wendy's
6409,Saint Louis,MO,Hardee's
6410,Hood River,OR,Taco Bell
6411,Fort Wayne,IN,Burger King
6412,Chicago,IL,Burger King
6413,Marion,IL,Taco John's
6414,Medford,OR,Subway
6415,Cranston,RI,Burger King
6416,Santa Ana,CA,Del Taco
6418,Denver,CO,Taco Bell
6419,Cedar Rapids,IA,McDonald's
6420,Bethlehem,PA,Wendy's
6421,La Plata,MD,McDonald's
6422,Charlotte,NC,Chick-Fil-A
6423,Mesa,AZ,Carl's Jr
6424,Hesston,KS,SONIC Drive-In
6425,Mount Pleasant,IA,Taco Bell
6426,Skokie,IL,Panda Express
6427,Charlotte,NC,Papa John's Pizza
6428,Houston,TX,Chick-Fil-A
6429,Clarksville,MD,Wendy's
6430,Meridian,ID,Domino's Pizza
6431,Arlington,TX,Whataburger
6432,El Monte,CA,Wendy's
6433,Gallatin,TN,Taco Bell
6434,Okeechobee,FL,Domino's Pizza
6435,Saint Paul,MN,KFC
6436,Jacksonville,NC,Hardee's
6437,Richmond,KY,Captain D's Seafood
6438,Milford,OH,Arby's
6439,Marysville,WA,McDonald's
6441,Syracuse,IN,McDonald's
6442,Cincinnati,OH,White Castle
6443,Lake City,FL,Krystal
6444,Mapleton,UT,Subway
6445,Austin,TX,Taco Cabana
6446,High Point,NC,The Biscuit Factory
6447,Sugar Land,TX,McDonald's
6448,Niceville,FL,Wendy's
6449,Port Richey,FL,Culver's
6450,Dubuque,IA,Hardee's
6451,Hyde Park,NY,McDonald's
6452,Dallas,TX,Subway
6453,Levittown,NY,Five Guys
