,City,State,Restaurant
4983,Tallahassee,FL,McDonald's
4984,Port Saint Lucie,FL,Burger King
4985,Naples,FL,McDonald's
4986,Brunswick,GA,Wendy's
4987,Albany,GA,Krystal
4988,Brunswick,GA,SONIC Drive-In
4989,Athens,GA,Burger King
4990,Athens,GA,Krystal
4991,Brunswick,GA,McDonald's
4992,Saint Paul,MN,Panera Bread
4993,Eldon,MO,Eldon Drive In
4994,Savannah,GA,Krystal
4995,Lagrange,GA,Arby's
4996,Lagrange,GA,Krystal
4997,Rome,GA,Burger King
4998,Austell,GA,Domino's Pizza
4999,Statesboro,GA,McDonald's
5000,Syracuse,IN,Penguin Point
5001,Hebron,KY,Penn Station East Coast Subs
5002,Knoxville,TN,Petro's Chili & Chips
5003,Memphis,TN,Backyard Burgers
5004,Detroit,MI,Taco Bell
5005,Los Angeles,CA,The Halal Guys
5006,Pasadena,CA,McDonald's
5007,Santa Maria,CA,Taco Bell
5008,West Palm Beach,FL,Jimmy John's
5009,Boise,ID,Pizza Hut
5010,Sequim,WA,Burger King
5011,Hillsville,VA,Burger King
5012,Saint Johnsbury,VT,Subway
5013,Edinburg,TX,Burger King
5014,Richmond,VA,Arby's
5015,Cottage Grove,WI,Arby's
5016,Hyattsville,MD,Ny Chicken Fish
5017,Farmington,UT,McDonald's
5018,Ogden,UT,McDonald's
5019,Bountiful,UT,Carl's Jr
5020,Moody,AL,Bojangles' Famous Chicken 'n Biscuits
5021,Jacksonville,AR,Subway
5022,Manteca,CA,McDonald's
5023,Sonoma,CA,McDonald's
5024,Iron Mountain,MI,Taco Bell
5025,Iron Mountain,MI,Wendy's
5026,Taylorsville,NC,McDonald's
5027,Salisbury,NC,Bojangles' Famous Chicken 'n Biscuits
5028,Pisgah Forest,NC,Taco Bell
5029,Rockingham,NC,McDonald's
5030,Salisbury,NC,McDonald's
5031,Wilson,NC,McDonald's
5032,Lexington,NC,Arby's
5033,Booneville,MS,Domino's Pizza
5034,Jamestown,ND,Quiznos Sub
5035,Mount Airy,NC,Burger King
5036,Minot,ND,KFC
5037,Saint Louis,MO,McDonald's
5038,Florissant,MO,McDonald's
5039,North Easton,MA,Burger King
5040,Osseo,MN,Chick-Fil-A
5041,Minneapolis,MN,Burger King
5042,Randleman,NC,Wendy's
5043,Eden,NC,Arby's
5044,Greenville,NC,Hardee's
5045,Wahpeton,ND,Domino's Pizza
5046,La Grange,IL,Jimmy John's
5047,Fairhope,AL,Arby's
5048,Reno,NV,Subway
5049,La Mesa,CA,Chick-Fil-A
5050,Saint Johns,FL,McDonald's
5051,Wenatchee,WA,Taco Bell
5052,Grosse Pointe,MI,Boston Market
5053,Columbus,OH,Taco Bell
5054,Goshen,OH,McDonald's
5055,Latonia,KY,McDonald's
5056,Cincinnati,OH,McDonald's
5057,Cincinnati,OH,Rally's Hamburgers
5058,Florence,KY,Taco Bell
5059,Newport,KY,Bob Evans
5060,Cincinnati,OH,Boston Market
5061,Wenatchee,WA,SONIC Drive-In
5062,Palm Springs,CA,Carl's Jr
5063,Brazil,IN,Hardee's
5064,Wentzville,MO,Jack In The Box
5065,Latonia,KY,Wendy's
5066,Cincinnati,OH,Arby's
5067,Cincinnati,OH,White Castle
5068,Batesville,IN,Taco Bell
5069,Crown Point,IN,Arby's
5070,Ft Mitchell,KY,White Castle
5071,Alexandria,KY,McDonald's
5072,Hebron,KY,Chick-Fil-A
5073,Hebron,KY,SONIC Drive-In
5074,Newport,KY,McDonald's
5075,Hebron,KY,Jimmy John's
5076,Ft Mitchell,KY,Panera Bread
5077,Wayne,MI,White Castle
5078,Murfreesboro,TN,SONIC Drive-In
5079,Newport Beach,CA,McDonald's
5080,Sanford,FL,McDonald's
5081,Fort Lauderdale,FL,Burger King
5082,Fort Lauderdale,FL,Burger King
5083,Orlando,FL,Burger King
5084,Saint Augustine,FL,McDonald's
5085,Saint Petersburg,FL,Burger King
5086,Bradenton,FL,McDonald's
5087,Auburndale,FL,McDonald's
5088,Cedar Falls,IA,Thunder Ridge Ampride
5089,Groton,CT,Panera Bread
5090,Indianola,IA,Arby's
5091,West Haven,CT,Burger King
5092,Newington,CT,Arby's
5093,Pooler,GA,McDonald's
5094,Baldwin,WI,Subway
5095,Baldwin,WI,Culver's
5096,Provo,UT,Chick-Fil-A
5097,North Canton,OH,Panda Express
5098,Collinsville,IL,McDonald's
5099,Compton,CA,McDonald's
5101,Baytown,TX,Jack In The Box
5102,Rosamond,CA,Taco Bell
5103,Columbus,OH,Wendy's
5104,Monroe,OH,Jimmy John's
5105,Oklahoma City,OK,McDonald's
5106,Placerville,CA,KFC
5107,Pacoima,CA,McDonald's
5108,Memphis,TN,McDonald's
5109,Tampa,FL,McDonald's
5110,Fairfield,IA,Taco John's
5111,Brattleboro,VT,Subway
5112,Monticello,AR,McDonald's
5113,Canon City,CO,Jimmy John's
5114,Sedalia,MO,Taco Bell
5115,Kansas City,MO,Waffle House
5116,Louisville,KY,McDonald's
5117,Sandy,UT,Subway
5118,Ogden,UT,Wendy's
5119,Spanish Fork,UT,Taco Time
5120,Spokane,WA,Dairy Queen
5121,Port Arthur,TX,McDonald's
5122,Brownsville,TX,McDonald's
5123,Buford,GA,Waffle House
5124,Birmingham,AL,Waffle House
5125,Atlanta,GA,Waffle House
5126,Universal City,CA,Taco Bell
5127,Hickory,NC,Captain D's Seafood
5128,Detroit,MI,Checker's Drive-in Restaurant
5129,Stigler,OK,Pizza Hut
5130,Selden,NY,Five Guys
5131,Cincinnati,OH,Burger King
5132,Cincinnati,OH,Taco Bell
5133,Coos Bay,OR,McDonald's
5134,Fort Lauderdale,FL,Subway
5135,Chippewa Falls,WI,Burger King
5136,Yakima,WA,Burger King
5137,Arlington,TX,Taco Bueno
5138,Cincinnati,OH,Steak 'N Shake
5139,Cincinnati,OH,Burger King
5140,Waterloo,IL,McDonald's
5141,Saint Louis,MO,McDonald's
5142,Naperville,IL,Burger King
5143,Bloomingdale,IL,McDonald's
5144,Devils Lake,ND,Hardee's
5145,Grafton,ND,Hardee's
5146,Oxford,NC,Burger King
5147,Plymouth,NC,Burger King
5148,Laurinburg,NC,Burger King
5149,Livingston,MT,Arby's
5150,Gardnerville,NV,Burger King
5151,Taos,NM,SONIC Drive-In
5152,Rio Rancho,NM,Twisters
5153,Miami Beach,FL,Burger King
5154,Vernon Rockville,CT,Burger King
5155,Augusta,GA,Bojangles' Famous Chicken 'n Biscuits
5156,Cincinnati,OH,Taco Bell
5157,Middletown,OH,White Castle
5158,Neptune,NJ,McDonald's
5159,Howell,NJ,McDonald's
5160,Akron,OH,Boston Market
5161,Hinesville,GA,Bojangles' Famous Chicken 'n Biscuits
5162,Mountain Home,ID,Arby's
5163,Cullman,AL,Arby's
5164,Oxford,AL,Chick-Fil-A
5165,Prince Frederick,MD,Taco Bell
5166,Prince Frederick,MD,McDonald's
5167,Camden,SC,Bojangles' Famous Chicken 'n Biscuits
5168,West Columbia,SC,Subway
5169,Las Vegas,NV,Domino's Pizza
5170,Bronx,NY,Burger King
5171,Port Townsend,WA,McDonald's
5172,Mesa,AZ,Arby's
5173,Decatur,GA,Checker's Drive-in Restaurant
5174,Louisville,KY,Chick-Fil-A
5175,Albuquerque,NM,Blake's LotaBurger
5176,Silver Spring,MD,QDOBA Mexican Eats
5177,Pleasant Grove,UT,SONIC Drive-In
5178,Rapid City,SD,SONIC Drive-In
5179,Rapid City,SD,Taco Bell
5180,Sioux Falls,SD,Slim Chickens
5181,West Jordan,UT,Domino's Pizza
5182,Hot Springs,SD,Taco John's
5183,Rapid City,SD,Taco John's
5184,Rapid City,SD,Taco Bell
5185,Salt Lake City,UT,Pizza Hut
5186,Sturgis,SD,Domino's Pizza
5187,Eagle Mountain,UT,Domino's Pizza
5188,Aberdeen,SD,Taco John's
5189,Sturgis,SD,Arby's
5190,Winner,SD,Subway
5191,Ogden,UT,McDonald's
5192,Hill Afb,UT,Domino's Pizza
5193,Watertown,SD,Taco John's
5194,Bountiful,UT,Taco Bell
5195,Clearfield,UT,McDonald's
5196,Mitchell,SD,McDonald's
5197,Bountiful,UT,McDonald's
5198,Salt Lake City,UT,Jimmy John's
5199,Salt Lake City,UT,Jimmy John's
5200,Sisseton,SD,Taco John's
5201,Sioux City,IA,Domino's Pizza
5202,Harlingen,TX,McDonald's
5203,Rapid City,SD,Domino's Pizza
5204,Rapid City,SD,Taco John's
5205,Philadelphia,PA,Chick-Fil-A
5206,Park City,UT,Arby's
5207,Ogden,UT,Jimmy John's
5208,Wichita Falls,TX,McDonald's
5209,Sandy,UT,Domino's Pizza
5210,Rapid City,SD,SONIC Drive-In
5211,Mitchell,SD,Jimmy John's
5212,Portage,IN,Domino's Pizza
5213,North Charleston,SC,Checker's Drive-in Restaurant
5214,West Lafayette,IN,Taco Bell
5215,Mc Cordsville,IN,McDonald's
5216,Summerville,SC,Pizza Hut
5217,Orangeburg,SC,Cook-Out
5218,Camden,SC,McDonald's
5219,Orangeburg,SC,McDonald's
5220,Camden,SC,SONIC Drive-In
5221,Paoli,IN,Taco Bell
5222,Evansville,IN,Penn Station East Coast Subs
5223,North Charleston,SC,Domino's Pizza
5224,Greenfield,IN,Taco Bell
5225,Paragon,IN,Domino's Pizza
5226,Jasper,IN,Rally's Hamburgers
5227,Carmel,IN,Domino's Pizza
5228,Columbus,IN,Jimmy John's
5229,Fort Lauderdale,FL,Wendy's
5230,Frederick,MD,Firehouse Subs
5231,Honolulu,HI,Arby's
5232,Capitol Heights,MD,Tasty Carryout
5233,La Plata,MD,SONIC Drive-In
5234,Kailua,HI,McDonald's
5235,Towson,MD,Domino's Pizza
5236,Aberdeen,MD,McDonald's
5237,Hyattsville,MD,QDOBA Mexican Eats
5238,Capitol Heights,MD,Subway
5239,Pasadena,MD,McDonald's
5240,Baltimore,MD,Domino's Pizza
5241,Greenbelt,MD,Boston Market
5242,Montgomery,TX,Panera Bread
5243,Cle Elum,WA,Taco Bell
5244,Clermont,FL,Arby's
5245,Lewiston,ID,Domino's Pizza
5246,Dearborn,MI,Burger King
5247,Philadelphia,PA,McDonald's
5248,Reston,VA,Boston Market
5249,Orange,VA,McDonald's
5250,Osseo,MN,Subway
5251,Fairborn,OH,Waffle House
5252,Hillsborough,NC,McDonald's
5253,Shelby,NC,Chick-Fil-A
5254,Addison,IL,Taco Bell
5255,Suitland,MD,Checker's Drive-in Restaurant
5256,Princeton,NJ,McDonald's
5257,Linden,NJ,Checker's Drive-in Restaurant
5258,Saint Peters,MO,Domino's Pizza
5259,Festus,MO,McDonald's
5260,Kansas City,MO,SONIC Drive-In
5261,Lees Summit,MO,Domino's Pizza
5262,Washington,MO,McDonald's
5263,Los Alamos,NM,Domino's Pizza
5264,Eatontown,NJ,Domino's Pizza
5265,Flemington,NJ,McDonald's
5266,Fredericksburg,VA,McDonald's
5267,Romulus,MI,Taco Bell
5268,Glendora,CA,McDonald's
5269,Algonac,MI,Taco Bell
5270,Johnson City,NY,Taco Bell
5271,Hartford,CT,Popeyes Louisiana Kitchen
5272,Ocean City,MD,Thrasher's French Fries
5273,Hartford,CT,Taco Bell
5274,Wilkes Barre,PA,Taco Bell
5275,Godfrey,IL,Arby's
5276,Winnemucca,NV,Jack In The Box
5277,Bolingbrook,IL,Checker's Drive-in Restaurant
5278,Rochelle,IL,Hub City Express
5279,Las Vegas,NV,McDonald's
5280,Dekalb,IL,Domino's Pizza
5281,Aurora,IL,Domino's Pizza
5282,Minden,NV,Domino's Pizza
5283,Lombard,IL,Domino's Pizza
5284,Rifle,CO,Taco Bell
5285,Rockford,IL,Taco John's
5286,Mount Vernon,IL,McDonald's
5287,Austin,TX,McDonald's
5288,Fort Worth,TX,Whataburger
5289,Lafayette,TN,SONIC Drive-In
5290,Columbia,SC,McDonald's
5291,Saint Louis,MO,Raising Cane's Chicken Fingers
5292,Saint Paul,MN,Culver's
5293,Okemos,MI,Chick-Fil-A
5294,Midvale,UT,Subway
5295,Lexington,SC,Chick-Fil-A
5296,Howell,MI,Domino's Pizza
5297,Florence,KY,Domino's Pizza
5298,Versailles,KY,Bojangles' Famous Chicken 'n Biscuits
5299,Concord,NH,Burger King
5300,Binghamton,NY,McDonald's
5301,Modesto,CA,McDonald's
5302,Caseyville,IL,Hardee's
5303,Modesto,CA,Carl's Jr
5304,Riverbank,CA,Pizza Hut
5305,Fort Myers,FL,Jimmy John's
5306,Malvern,PA,Domino's Pizza
5307,Fort Lauderdale,FL,Shloma Inc
5308,Coatesville,PA,Domino's Pizza
5309,Murfreesboro,TN,Checker's Drive-in Restaurant
5310,Rockford,IL,Taco Bell
5311,Chesterton,IN,McDonald's
5312,Loves Park,IL,SONIC Drive-In
5313,Lawrence,MA,KFC
5314,Cincinnati,OH,Taco Bell
5315,Greenville,SC,Waffle House
5316,Brockton,MA,Five Guys
5317,Andalusia,AL,Burger King
5318,Wellington,FL,Boston Market
5319,Clearwater,FL,McDonald's
5320,Sturgis,SD,Subway
5321,Fort Eustis,VA,Burger King
5322,Huron,SD,Taco John's
5323,Brandon,SD,McDonald's
5324,Chamberlain,SD,McDonald's
5325,Capitol Heights,MD,Taco Bell
5326,Gilbert,AZ,Domino's Pizza
5327,Capitol Heights,MD,McDonald's
5328,Buckeye,AZ,Jimmy John's
5329,Sturgis,SD,Taco John's
5330,Falls Church,VA,Domino's Pizza
5331,Asheboro,NC,Bojangles' Famous Chicken 'n Biscuits
5332,Richmond,IN,McDonald's
5333,Cumberland,MD,Chick-Fil-A
5334,Paso Robles,CA,McDonald's
5335,Manchester,NH,Arby's
5336,Richmond,IN,Taco Bell
5338,Memphis,TN,Pizza Hut
5339,Memphis,TN,Pizza Hut
5340,Amory,MS,Taco Bell
5341,Amory,MS,SONIC Drive-In
5342,Greenville,MS,McDonald's
5343,Douglasville,GA,Domino's Pizza
5344,Savannah,GA,Checker's Drive-in Restaurant
5345,Winnsboro,SC,SONIC Drive-In
5346,Wellford,SC,Domino's Pizza
5347,Ripley,MS,SONIC Drive-In
5348,Palmetto,GA,Bojangles' Famous Chicken 'n Biscuits
5349,Snellville,GA,Domino's Pizza
5350,Canton,GA,Culver's
5351,Overland Park,KS,Subway
5352,Columbus,GA,Bojangles' Famous Chicken 'n Biscuits
5353,Morton,IL,McDonald's
5354,Hyattsville,MD,Subway
5355,Kyle,TX,Chick-Fil-A
5357,Cincinnati,OH,KFC
5358,Burlington,WA,McDonald's
5359,Enola,PA,McDonald's
5360,Winston Salem,NC,McDonald's
5361,Winston Salem,NC,Taco Bell
5362,Winston Salem,NC,McDonald's
5363,Bishopville,SC,Waffle House
5364,Bishopville,SC,McDonald's
5365,Lebanon,OR,Domino's Pizza
5366,Seaside,OR,Taco Bell
5367,Lake Oswego,OR,Domino's Pizza
5368,Kennewick,WA,McDonald's
5369,Richland,WA,McDonald's
5370,Olympia,WA,Domino's Pizza
5371,Richland,WA,QDOBA Mexican Eats
5372,Issaquah,WA,Taco Bell
5373,Yakima,WA,McDonald's
5374,Fayetteville,NC,McDonald's
5375,Pelham,AL,McDonald's
5376,Orange Beach,AL,Bravo Tacos
5377,Phenix City,AL,Pizza Hut
5378,Foley,AL,Checker's Drive-in Restaurant
5379,Athens,AL,Pizza Hut
5380,Clanton,AL,Arby's
5381,Vidalia,GA,Taco Bell
5382,Holly Springs,MS,McDonald's
5383,Geneva,AL,Taco Bell
5384,Moody,AL,Krystal
5385,Antioch,IL,McDonald's
5386,Pineville,KY,McDonald's
5387,Santa Fe,NM,McDonald's
5388,Nashua,NH,Domino's Pizza
5389,North Myrtle Beach,SC,Bojangles' Famous Chicken 'n Biscuits
5390,Washington,DC,QDOBA Mexican Eats
5391,Winston Salem,NC,McDonald's
5392,Killeen,TX,Taco Bell
5393,Hagerstown,MD,Roy Rogers
5394,Cortland,NY,McDonald's
5395,Michigan City,IN,McDonald's
5396,Lompoc,CA,Taco Bell
5397,Winston Salem,NC,Taco Bell
5398,Elmira,NY,Taco Bell
5399,Franklin,NC,SONIC Drive-In
5400,Salisbury,MD,Chick-Fil-A
5401,Ocean City,MD,McDonald's
5402,Kingston,MA,McDonald's
5403,Ocean City,MD,Wendy's
5404,Springdale,AR,Pizza Hut
5405,Orlando,FL,McDonald's
5406,Reidsville,NC,Taco Bell
5407,Greenbrier,AR,McDonald's
5408,Fort Lauderdale,FL,Jimmy John's
5409,Avon Park,FL,Taco Bell
5410,Springfield,IL,McDonald's
5411,Saint Louis,MO,Domino's Pizza
5412,Lakeland,FL,McDonald's
5413,East Saint Louis,IL,Rally's Hamburgers
5414,Kissimmee,FL,Domino's Pizza
5415,Grimes,IA,Taco John's
5416,Fort Lauderdale,FL,Jimmy John's
5417,Jacksonville,IL,McDonald's
5418,Wickenburg,AZ,Burger King
5419,Lake Zurich,IL,Papagus Gyros
5420,Riverside,CA,Jack In The Box
5421,Upland,CA,Arby's
5422,Jonesboro,AR,Jimmy John's
5423,Monticello,AR,SONIC Drive-In
5424,Maumelle,AR,McDonald's
5425,Malvern,AR,Domino's Pizza
5426,Clarksville,AR,Domino's Pizza
5427,Rogers,AR,Domino's Pizza
5428,Harrison,AR,Domino's Pizza
5429,Conway,AR,Rally's Hamburgers
5430,Maumelle,AR,Pizza Hut
5431,Mena,AR,Subway
5432,Malvern,AR,McDonald's
5433,Conway,AR,Taco Bell
5434,Springdale,AR,McDonald's
5435,Dumas,AR,McDonald's
5436,Silver Spring,MD,McDonald's
5437,Hamilton,OH,Rally's Hamburgers
5438,Lima,OH,McDonald's
5439,Saranac Lake,NY,McDonald's
5440,Zanesville,OH,Jimmy John's
5441,Canton,OH,Sarku Japan
5442,Ashtabula,OH,Taco Bell
5443,Clermont,FL,Domino's Pizza
5444,Tampa,FL,Domino's Pizza
5445,Pompano Beach,FL,Checker's Drive-in Restaurant
5446,Windermere,FL,Taco Bell
5447,West Palm Beach,FL,McDonald's
5448,Lake Mary,FL,Domino's Pizza
5449,Tampa,FL,Checker's Drive-in Restaurant
5450,Atlanta,TX,Taco Bell
5451,Fort Lauderdale,FL,Burger King
5452,Lakehurst,NJ,McDonald's
5453,Jackson,MO,McDonald's
5454,Wisconsin Rapids,WI,Hardee's
5455,Lampasas,TX,Taco Bell
5456,Gallup,NM,Taco Bell
5457,Gallup,NM,Taco Bell
5458,Mooresville,NC,Arby's
5459,Pflugerville,TX,SONIC Drive-In
5460,Fort Lauderdale,FL,Burger King
5461,West Hartford,CT,Five Guys
5462,Smithville,MO,McDonald's
5463,Fort Lauderdale,FL,McDonald's
5464,Fairfield,CA,McDonald's
5466,Fort Lauderdale,FL,Burger King
5467,Centralia,IL,Taco Bell
5468,Pinckney,MI,McDonald's
5469,Saint Charles,MO,SONIC Drive-In
5470,Minneapolis,MN,Taco Bell
5471,Utica,MI,Boston Market
5472,Evansville,IN,Wendy's
5473,Pacific,MO,McDonald's
5474,Braidwood,IL,McDonald's
5475,York,SC,McDonald's
5476,Ecorse,MI,Burger King
5477,Waynesville,NC,Taco Bell
5478,Crestwood,KY,DQ Grill & Chill
5479,Indianapolis,IN,Burger King
5480,Randleman,NC,Waffle House
5481,Shelbyville,IN,McDonald's
5482,Towson,MD,Five Guys
5483,Saint Paul,MN,McDonald's
5484,Mission,KS,Burger King
5485,Chalfont,PA,McDonald's
5486,Frederick,MD,Chick-Fil-A
5487,Cincinnati,OH,KFC
5488,Howell,MI,McDonald's
5489,Charlotte,MI,Rally's Hamburgers
5490,Belleville,MI,Burger King
5491,Brockton,MA,McDonald's
5493,Round Lake,IL,McDonald's
5494,Hinsdale,IL,McDonald's
5495,Higginsville,MO,SONIC Drive-In
5496,Evansville,IN,Arby's
5497,Ellijay,GA,Arby's
5498,Portland,ME,Taqueria
5499,Reno,NV,Taqueria
5500,Eden,NC,Bojangles' Famous Chicken 'n Biscuits
5501,Randleman,NC,Taco Bell
5502,Paramus,NJ,McDonald's
5503,Altoona,IA,Domino's Pizza
5504,Bensalem,PA,McDonald's
5505,Saint Louis,MO,Church's Chicken
5506,Louisville,KY,Long John Silver's
5507,North Miami Beach,FL,Burger King
5508,Marshall,AR,SONIC Drive-In
5509,Dawsonville,GA,McDonald's
5510,Fort Lauderdale,FL,Burger King
5511,Liberty,MO,McDonald's
5512,Greenwood,IN,McDonald's
5513,Fort Lauderdale,FL,Burger King
5514,Billings,MT,Jimmy John's
5515,Jefferson City,MO,Burger King
5516,Leesburg,FL,McDonald's
5517,Martinsville,IN,Long John Silver's
5518,Shepherdsville,KY,McDonald's
5519,Des Moines,IA,Panera Bread
5520,Arnold,MO,McDonald's
5521,Dunlap,TN,SONIC Drive-In
5522,Monroe,NC,KFC
5523,Asheville,NC,SONIC Drive-In
5524,High Point,NC,Bojangles' Famous Chicken 'n Biscuits
5525,Cottage Grove,MN,McDonald's
5526,Superior,WI,A&W
5527,Kennebunk,ME,McDonald's
5528,Harwood Heights,IL,Burger King
5529,Minneapolis,MN,Burger King
5530,Hyattsville,MD,McDonald's
5531,Mandan,ND,McDonald's
5532,Park Hills,MO,McDonald's
5533,Wilkes Barre,PA,McDonald's
5534,Pennsauken,NJ,McDonald's
5535,Douglas,AZ,Taco Bell
5536,Buckeye,AZ,McDonald's
5537,Dumfries,VA,Taco Bell
5538,Mesa,AZ,Jimmy John's
5539,Princeton,MN,Taco John's
5540,Sahuarita,AZ,McDonald's
5541,Chandler,AZ,SONIC Drive-In
5542,Gallup,NM,SONIC Drive-In
5543,Kingman,AZ,McDonald's
5544,Benson,AZ,Taco Bell
5545,Queen Creek,AZ,Domino's Pizza
5546,Kingman,AZ,McDonald's
5547,Glendale,AZ,McDonald's
5548,Saint Paul,MN,Domino's Pizza
5549,Chandler,AZ,Domino's Pizza
5550,Ithaca,NY,Arby's
5551,Rocky Mount,NC,Bojangles' Famous Chicken 'n Biscuits
5552,Painesville,OH,Arby's
5553,Rocky Mount,NC,McDonald's
5554,Rhinelander,WI,Taco John's
5555,Cheyenne,WY,McDonald's
5556,Gardendale,AL,Krystal
5557,Rhinelander,WI,McDonald's
5558,Medford,WI,KFC
5559,Walton,KY,Domino's Pizza
5560,Milford,CT,Boston Market
5561,Marysville,CA,Taco Bell
5562,North Manchester,IN,KFC
5563,Benton,KY,SONIC Drive-In
5564,Greenup,KY,McDonald's
5565,Louisville,KY,McDonald's
5566,Paintsville,KY,McDonald's
5567,Beaver Dam,KY,Taco Bell
5569,Lincoln,CA,In-N-Out Burger
5570,Bowling Green,KY,Rally's Hamburgers
5571,Bowling Green,KY,Subway
5572,Independence,KY,Domino's Pizza
5573,Bowling Green,KY,Rally's Hamburgers
5575,Madison,IN,Wendy's
5576,Greensburg,IN,Domino's Pizza
5578,Hartford,CT,Subway
5579,Indianapolis,IN,Arby's
5580,Sylva,NC,Ryan's
5581,Cathedral City,CA,Jack In The Box
5582,Chelsea,MI,Taco Bell
5583,Alexandria,KY,Wendy's
5584,Nebraska City,NE,Taco John's
5585,Tunkhannock,PA,McDonald's
5586,Saint Paul,MN,Taco John's
5587,Salamanca,NY,Burger King
5588,Palm Springs,CA,Carl's Jr
5589,Ft Mitchell,KY,Arby's
5590,Santa Maria,CA,McDonald's
5591,Santa Maria,CA,McDonald's
5592,Winslow,AZ,Taco Bell
5593,Cincinnati,OH,Wendy's
5594,New Castle,IN,Burger King
5595,Malden On Hudson,NY,McDonald's
5596,Newport,KY,Subway
5597,Cody,WY,Arby's
5598,Laramie,WY,Arby's
5599,Rhinelander,WI,Taco Bell
5600,Cynthiana,KY,Taco Bell
5601,Glasgow,KY,McDonald's
5602,Cave City,KY,McDonald's
5603,Winchester,IN,Taco Bell
5604,Erlanger,KY,Pizza Hut
5605,Rockville,MD,QDOBA Mexican Eats
5606,Hyannis,MA,Chick-Fil-A
5607,Amelia,OH,Pizza Hut
5608,Swainsboro,GA,SONIC Drive-In
5609,Bedford,IN,Taco Bell
5610,Emerson,NJ,Boston Market
5611,Bedford,OH,McDonald's
5612,Brooklyn,NY,McDonald's
5613,Amityville,NY,Five Guys
5614,Cream Ridge,NJ,Burger King
5615,North Charleston,SC,Wendy's
5616,Fountain Inn,SC,Bojangles' Famous Chicken 'n Biscuits
5617,Morganton,NC,Taco Bell
5618,Cleveland,OH,Burger King
5619,Montgomery,TX,McDonald's
5620,Liverpool,NY,McDonald's
5621,Dickson,TN,McDonald's
5622,North Brunswick,NJ,McDonald's
5623,Louisville,TN,McDonald's
5624,Franklin,TN,McDonald's
5625,Oklahoma City,OK,McDonald's
5626,Canastota,NY,McDonald's
5627,Columbia,SC,Jimmy John's
5628,Vancouver,WA,Chick-Fil-A
5629,Elgin,TX,McDonald's
5630,Greenville,SC,Bojangles' Famous Chicken 'n Biscuits
5631,Laurens,SC,Bojangles' Famous Chicken 'n Biscuits
5632,Charleston,SC,Chick-Fil-A
5633,Grand Prairie,TX,McDonald's
5634,Phillipsburg,NJ,McDonald's
5635,Streetsboro,OH,McDonald's
5636,Smyrna,TN,Checker's Drive-in Restaurant
5637,Boise,ID,Pizza Hut
5638,Anoka,MN,Taco John's
5639,Hutchinson,MN,QDOBA Mexican Eats
5640,Byron,GA,Krystal
5641,Cambridge,MN,McDonald's
5642,Mankato,MN,Taco John's
5643,Minneapolis,MN,McDonald's
5644,Winona,MN,McDonald's
5645,Saint Paul,MN,Domino's Pizza
5646,Milwaukee,WI,Jimmy John's
5647,Austin,MN,Pizza Hut
5648,Woodstock,GA,Domino's Pizza
5649,Centerville,GA,Chick-Fil-A
5650,Saint Paul,MN,McDonald's
5651,Sand Springs,OK,SONIC Drive-In
5652,Council Bluffs,IA,Raising Cane's Chicken Fingers
5653,Guthrie,OK,Arby's
5654,Round Lake,IL,Hardee's
5655,Saint Petersburg,FL,McDonald's
5656,Groveland,FL,Domino's Pizza
5657,Altamonte Springs,FL,Checker's Drive-in Restaurant
5658,Plantation,FL,Jimmy John's
5659,Portland,OR,Taqueria
5660,Myrtle Beach,SC,Taco Bell
5661,Miami,FL,Los Verdes
5662,Oklahoma City,OK,Long John Silver's
5663,Tallahassee,FL,Chick-Fil-A
5664,Louisburg,NC,Bojangles' Famous Chicken 'n Biscuits
5665,Virginia Beach,VA,Pizza Hut
5666,Roswell,NM,SONIC Drive-In
5667,Camden Wyoming,DE,Taco Bell
5668,Espanola,NM,SONIC Drive-In
5669,Rio Rancho,NM,Whataburger
5670,Hayti,MO,Pizza Hut
5671,Excelsior Springs,MO,McDonald's
5672,Wentzville,MO,Jimmy John's
5673,Farmington,NM,Taco Bell
5674,Socorro,NM,SONIC Drive-In
5675,Grants,NM,McDonald's
5676,Belen,NM,SONIC Drive-In
5677,Carlsbad,NM,SONIC Drive-In
5678,Carlsbad,NM,Taco Bell
5679,Las Vegas,NM,Blake's LotaBurger
5680,Gallup,NM,Taco Bell
5681,Carlsbad,NM,SONIC Drive-In
5682,Espanola,NM,Domino's Pizza
5683,Belen,NM,McDonald's
5684,Silver City,NM,Subway
5685,Farmington,NM,SONIC Drive-In
5686,Farmington,NM,SONIC Drive-In
5687,Alamogordo,NM,Taco Bell
5688,Carthage,MO,McDonald's
5689,Gallup,NM,SONIC Drive-In
5690,Silver City,NM,McDonald's
5691,Rio Rancho,NM,Taco Cabana
5692,Las Vegas,NM,SONIC Drive-In
5693,Strafford,MO,Hardee's
5694,Saint Louis,MO,Rally's Hamburgers
5695,Lovington,NM,SONIC Drive-In
5696,Roswell,NM,Taco Bell
5697,Edgewood,NM,Domino's Pizza
5698,Kirksville,MO,McDonald's
5699,Bloomfield,NM,SONIC Drive-In
5700,Silver City,NM,SONIC Drive-In
5701,Roswell,NM,McDonald's
5702,Espanola,NM,SONIC Drive-In
5703,Ruidoso,NM,SONIC Drive-In
5704,Roanoke Rapids,NC,SONIC Drive-In
5705,Lenoir,NC,McDonald's
5706,Mount Airy,NC,SONIC Drive-In
5707,Hickory,NC,Taco Bell
